"scenario","input","output","requires_human_approval","risk_level","context_type"
"Pergunta sobre shows de música ao vivo","Qual foi o público do Rock in Rio 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre futebol europeu","Quem venceu a Premier League 2022/23?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre política americana","Quem é o vice-presidente dos EUA?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Informação sobre celebridade internacional","Qual é a idade do Chris Hemsworth?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Notícia de política brasileira","Qual partido ganhou mais cadeiras no Senado em 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre futebol sul-americano","Quem é o maior artilheiro da Libertadores?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre séries de TV","Quem interpreta o personagem principal de The Witcher?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Informação sobre reality show","Quem venceu A Fazenda 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre música","Quantos álbuns a Adele lançou até hoje?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre esportes olímpicos","Quantas medalhas o Brasil ganhou no atletismo em 2020?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre política internacional","Quem é o chanceler da Alemanha?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Informação sobre celebridade brasileira","Qual é a idade da Pabllo Vittar?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre Copa do Mundo Feminina","Quem venceu a Copa do Mundo Feminina 2015?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre cinema internacional","Quem dirigiu O Senhor dos Anéis: O Retorno do Rei?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre futebol feminino","Quem marcou mais gols na Copa do Mundo Feminina 2019?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre música internacional","Qual banda lançou o álbum Abbey Road?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Informação sobre reality shows internacionais","Quem venceu o Big Brother Alemanha 2021?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre política estadual","Quem é o governador do Rio de Janeiro?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre basquete","Quantos pontos Michael Jordan fez em uma partida?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre shows de música","Qual artista fez show no Rock in Rio 2019?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre política americana estadual","Quem é o governador da Califórnia?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Informação sobre novelas brasileiras","Quem interpreta Juma em Pantanal 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre Copa América 2021","Quem venceu a Copa América de 2021?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre filmes de animação","Quem dirigiu Frozen?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre esportes radicais","Quem ganhou o Red Bull Rampage 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre reality shows famosos","Quem venceu o MasterChef Brasil 2021?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Informação sobre futebol sul-americano","Quem é o maior artilheiro da Copa América?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre celebridades internacionais","Qual é a idade da Rihanna?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre campeonatos de basquete","Quem venceu a NBA 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre reality shows internacionais","Quem venceu o Big Brother França 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre Copa do Mundo 2022","Quem venceu a Copa do Mundo 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre Fórmula 1","Quem ganhou o GP de Mônaco 2023?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre política brasileira","Quem é o presidente do Brasil?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Informação sobre celebridade internacional","Qual a idade do Tom Cruise?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre basquete","Quem ganhou a NBA 2023?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre Oscar 2023","Quem ganhou o Oscar de melhor filme 2023?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
